Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
InfoVis,2013,SketchStory: Telling More Engaging Stories with Data through Freeform Sketching,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.191,11,1.041392685,0.326796129
SciVis,2013,GRACE: A Visual Comparison Framework for Integrated Spatial and Non-Spatial Geriatric Data,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2013.161,12,1.079181246,0.338654437
VAST,2013,HierarchicalTopics: Visually Exploring Large Text Collections Using Topic Hierarchies,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.162,12,1.079181246,0.338654437
InfoVis,2013,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.150,13,1.113943352,0.349563024
InfoVis,2013,Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2013.154,13,1.113943352,0.349563024
InfoVis,2013,Visualizing Request-Flow Comparison to Aid Performance Diagnosis in Distributed Systems,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.233,13,1.113943352,0.349563024
InfoVis,2013,"Interactive Visualizations on Large and Small Displays: The Interrelation of Display Size, Information Space, and Scale",0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.170,14,1.146128036,0.359662797
InfoVis,2013,An Empirically-Derived Taxonomy of Interaction Primitives for Interactive Cartography and Geovisualization,0,1,0.77,journal paper,http://dx.doi.org/10.1109/TVCG.2013.130,15,1.176091259,0.369065461
VAST,2013,Interactive Exploration of Implicit and Explicit Relations in Faceted Datasets,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.167,15,1.176091259,0.369065461
SciVis,2013,Fast Blending Scheme for Molecular Surface Representation,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.158,17,1.230448921,0.386123266
InfoVis,2013,Visualizing Fuzzy Overlapping Communities in Networks,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.232,18,1.255272505,0.393913076
SciVis,2013,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2013.138,19,1.278753601,0.401281604
SciVis,2013,Noise-Based Volume Rendering for the Visualization of Multivariate Volumetric Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.180,19,1.278753601,0.401281604
VAST,2013,ScatterBlogs2: Real-Time Monitoring of Microblog Messages through User-Guided filtering,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2013.186,19,1.278753601,0.401281604
SciVis,2013,Semi-Automatic Vortex Extraction in 4D PC-MRI Cardiac Blood Flow Data using Line Predicates,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2013.189,19,1.278753601,0.401281604
InfoVis,2013,What Makes a Visualization Memorable?,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2013.234,21,1.322219295,0.414921435
InfoVis,2013,Automatic Layout of Structured Hierarchical Reports,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.137,25,1.397940009,0.438683112
VAST,2013,Decision Exploration Lab: A Visual Analytics Solution for Decision Management,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.146,25,1.397940009,0.438683112
InfoVis,2013,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.210,27,1.431363764,0.449171714
SciVis,2013,Coupled Ensemble Flow Line Advection and Analysis,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.144,28,1.447158031,0.454128063
VAST,2013,Supporting Awareness through Collaborative Brushing and Linking of Tabular Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.197,28,1.447158031,0.454128063
SciVis,2013,MObjects--A Novel Method for the Visualization and Interactive Exploration of Defects in Industrial XCT Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.177,29,1.462397998,0.458910469
InfoVis,2013,Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.225,29,1.462397998,0.458910469
InfoVis,2013,Visual Sedimentation,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.227,29,1.462397998,0.458910469
VAST,2013,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.190,30,1.477121255,0.463530727
VAST,2013,Temporal Event Sequence Simplification,HM,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.200,30,1.477121255,3
VAST,2013,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.226,30,1.477121255,0.463530727
InfoVis,2013,Orthographic Star Coordinates,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.182,33,1.51851394,0.476520034
SciVis,2013,Efficient Local Statistical Analysis via Integral Histograms with Discrete Wavelet Transform,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.152,34,1.531478917,0.480588532
VAST,2013,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.206,34,1.531478917,0.480588532
VAST,2013,Visual Analysis of Higher-Order Conjunctive Relationships in Multidimensional Data Using a Hypergraph Query System,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.220,34,1.531478917,0.480588532
SciVis,2013,Comparative Visual Analysis of Lagrangian Transport in CFD Ensembles,BP,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.141,35,1.544068044,3
VAST,2013,Space-Time Visual Analytics of Eye-Tracking Data for Dynamic Stimuli,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.194,35,1.544068044,0.484539086
SciVis,2013,Area-Preservation Mapping using Optimal Mass Transport,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2013.135,36,1.556302501,0.488378342
InfoVis,2013,SoccerStories: A Kick-off for Visual Soccer Analysis,HM,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.192,37,1.568201724,3
VAST,2013,An Extensible Framework for Provenance in Human Terrain Visual Analytics,0,9,6.93,journal paper,http://dx.doi.org/10.1109/TVCG.2013.132,38,1.579783597,0.49574687
SciVis,2013,Uncertainty Quantification in Linear Interpolation for Isosurface Extraction,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.208,39,1.591064607,0.499286928
VAST,2013,Space Transformation for Understanding Group Movement,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.193,40,1.602059991,0.502737355
VAST,2013,Transformation of an Uncertain Video Search Pipeline to a Sketch-Based Visual Analytics Loop,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2013.207,40,1.602059991,0.502737355
InfoVis,2013,Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.231,40,1.602059991,0.502737355
InfoVis,2013,A Design Space of Visualization Tasks,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.120,41,1.612783857,0.506102577
VAST,2013,The Impact of Physical Navigation on Spatial Organization for Sensemaking,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.205,41,1.612783857,0.506102577
VAST,2013,VAICo: Visual Analysis for Image Comparison,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.213,41,1.612783857,0.506102577
InfoVis,2013,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,HM,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.179,42,1.62324929,3
VAST,2013,Visual Analytics for Model Selection in Time Series Analysis,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2013.222,42,1.62324929,0.509386702
SciVis,2013,A Lightweight Tangible 3D Interface for Interactive Visualization of Thin fiber Structures,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.121,44,1.643452676,0.515726662
SciVis,2013,Ambient Volume Scattering,HM,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.129,44,1.643452676,3
VAST,2013,Supporting the Visual Analysis of Dynamic Networks by Clustering associated Temporal Attributes,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.198,44,1.643452676,0.515726662
SciVis,2013,An Information-Aware Framework for Exploring Multivariate Data Sets,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.133,47,1.672097858,0.524715715
SciVis,2013,Lighting Design for Globally Illuminated Volume Rendering,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.172,47,1.672097858,0.524715715
InfoVis,2013,A Multi-Level Typology of Abstract Visualization Tasks,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.124,48,1.681241237,0.52758497
SciVis,2013,An Exploration Framework to Identify and Track Movement of Cloud Systems,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.131,50,1.698970004,0.533148378
SciVis,2013,Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.148,55,1.740362689,0.546137685
SciVis,2013,Interactive Patient-Specific Vascular Modeling with Sweep Surfaces,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.169,55,1.740362689,0.546137685
VAST,2013,Explainers: Expert Explorations with Crafted Projections,HM,1,0.77,journal paper,http://dx.doi.org/10.1109/TVCG.2013.157,57,1.755874856,3
SciVis,2013,Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.159,57,1.755874856,0.551005509
InfoVis,2013,Selecting the Aspect Ratio of a Scatter Plot Based on Its Delaunay Triangulation,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.187,57,1.755874856,0.551005509
SciVis,2013,ConnectomeExplorer: Query-Guided Visual Analysis of Large Volumetric Neuroscience Data,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2013.142,61,1.785329835,0.560248682
SciVis,2013,Adaptive Refinement of the Flow Map Using Sparse Samples,HM,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.128,66,1.819543936,3
InfoVis,2013,Creative User-Centered Visualization Design for Energy Analysts and Modelers,0,9,6.93,journal paper,http://dx.doi.org/10.1109/TVCG.2013.145,66,1.819543936,0.5709853
InfoVis,2013,An Interaction Model for Visualizations Beyond The Desktop,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.134,71,1.851258349,0.5809375
SciVis,2013,A Multi-Criteria Approach to Camera Motion Design for Volume Data Animation,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.123,72,1.857332496,0.582843609
VAST,2013,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.211,74,1.86923172,0.586577666
InfoVis,2013,Variant View: Visualizing Sequence Variants in their Gene Context,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.214,75,1.875061263,0.588407017
VAST,2013,Visual Analytics for Spatial Clustering: Using a Heuristic Approach for Guided Exploration,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.224,84,1.924279286,0.603851968
VAST,2013,Interactive Exploration of Surveillance Video through Action Shot Summarization and Trajectory Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.168,92,1.963787827,0.616250018
VAST,2013,Open-Box Spectral Clustering: Applications to Medical Image Analysis,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.181,97,1.986771734,0.623462525
InfoVis,2013,Hybrid-Image Visualization for Large Viewing Environments,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.163,103,2.012837225,0.631642053
SciVis,2013,Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2013.143,104,2.017033339,0.632958823
InfoVis,2013,Information Visualization and Proxemics: Design Opportunities and Empirical findings,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.166,105,2.021189299,0.634262991
InfoVis,2013,Evaluation of filesystem Provenance Visualization Tools,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2013.155,108,2.033423755,0.638102247
InfoVis,2013,LineUp: Visual Analysis of Multi-Attribute Rankings,BP,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.173,118,2.071882007,3
SciVis,2013,A Systematic Review on the Practice of Evaluating Visualization,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.126,123,2.089905111,0.655826482
VAST,2013,A Partition-Based Framework for Building and Validating Regression Models,BP,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.125,132,2.120573931,3
InfoVis,2013,Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.184,140,2.146128036,0.673469619
InfoVis,2013,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.122,143,2.155336037,0.676359153
SciVis,2013,Acuity-Driven Gigapixel Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.127,143,2.155336037,0.676359153
SciVis,2013,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles,HM,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2013.147,162,2.209515015,3
InfoVis,2013,DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2013.149,168,2.225309282,0.698317234
VAST,2013,Semantics of Directly Manipulating Spatializations,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2013.188,172,2.235528447,0.701524078
VAST,2013,Visual Analysis of Topic Competition on Social Media,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2013.221,174,2.240549248,0.70309964
VAST,2013,MotionExplorer: Exploratory Search in Human Motion Capture Data Based on Hierarchical Aggregation,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2013.178,177,2.247973266,0.705429347
VAST,2013,Visual Analytics for Multimodal Social Network Analysis: A Design Study with Social Scientists,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2013.223,228,2.357934847,0.739936041
SciVis,2014,Decomposition and Simplification of Multivariate Data using Pareto Sets,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346447,1,0,0
SciVis,2014,Escape Maps,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346442,1,0,0
InfoVis,2014,Origin-Destination Flow Data Smoothing and Mapping,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346271,0,0,0
InfoVis,2014,Reinforcing Visual Grouping Cues to Communicate Complex Informational Structure,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346998,1,0,0
SciVis,2014,ViSlang: A System for Interpreted Domain-Specific Languages for Scientific Visualization,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346318,1,0,0
SciVis,2014,Visualizing 2-dimensional Manifolds with Curve Handles in 4D,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346425,2,0.301029996,0.094465266
InfoVis,2014,Stenomaps: Shorthand for shapes,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346274,3,0.477121255,0.149723905
VAST,2014,An Integrated Visual Analysis System for Fusing MR Spectroscopy and Multi-Modal Radiology Imaging,0,7,5.39,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042481,4,0.602059991,0.188930533
SciVis,2014,Predicate-Based Focus-and-Context Visualization for 3D Ultrasound,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346317,4,0.602059991,0.188930533
VAST,2014,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042478,5,0.698970004,0.219341556
VAST,2014,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346752,5,0.698970004,0.219341556
VAST,2014,OpinionFlow: Visual Analysis of Opinion Diffusion on Social Media,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346920,5,0.698970004,0.219341556
SciVis,2014,Visualization of Regular Maps: The Chase Continues,0,1,0.77,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2352952,5,0.698970004,0.219341556
VAST,2014,YMCA - Your Mesh Comparison Application,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042491,5,0.698970004,0.219341556
VAST,2014,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,0,9,6.93,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042486,7,0.84509804,0.26519753
VAST,2014,Footprints: A Visual Search Tool that Supports Discovery and Coverage Tracking,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346743,7,0.84509804,0.26519753
InfoVis,2014,Multivariate Network Exploration and Presentation: From Detail to Overview via Selections and Aggregations,BP,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346441,7,0.84509804,3
InfoVis,2014,Axis Calibration for Improving Data Attribute Estimation in Star Coordinates Plots,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346258,8,0.903089987,0.283395799
InfoVis,2014,Error Bars Considered Harmful: Exploring Alternate Encodings for Mean and Error,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346298,8,0.903089987,0.283395799
SciVis,2014,Stent Maps - Comparative Visualization for the Prediction of Adverse Events of Transcatheter Aortic Valve Implantations,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346459,8,0.903089987,0.283395799
SciVis,2014,Using Topological Analysis to Support Event-Guided Exploration in Urban Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346449,8,0.903089987,0.283395799
VAST,2014,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042489,8,0.903089987,0.283395799
SciVis,2014,Volume-Preserving Mapping and Registration for Collective Data Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346457,8,0.903089987,0.283395799
SciVis,2014,Interactive Progressive Visualization with Space-Time Error Control,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346319,9,0.954242509,0.29944781
InfoVis,2014,NeuroLines: A Subway Map Metaphor for Visualizing Nanoscale Neuronal Connectivity,HM,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346312,9,0.954242509,3
InfoVis,2014,"The relation between visualization size, grouping, and user performance",0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346983,9,0.954242509,0.29944781
InfoVis,2014,Effects of Presentation Mode and Pace Control on Performance in Image Classification,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346437,10,1,0.313806822
VAST,2014,Knowledge Generation Model for Visual Analytics,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346481,10,1,0.313806822
InfoVis,2014,TenniVis: Visualization for Tennis Match Analysis,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346445,11,1.041392685,0.326796129
VAST,2014,BoundarySeer: Visual Analysis of 2D Boundary Changes,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042490,12,1.079181246,0.338654437
VAST,2014,Finding Waldo: Learning about Users from their Interactions,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346575,12,1.079181246,0.338654437
InfoVis,2014,Four Experiments on the Perception of Bar Charts,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346320,12,1.079181246,0.338654437
VAST,2014,Progressive Visual Analytics: User-Driven Visual Exploration of In-Progress Analytics,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346574,12,1.079181246,0.338654437
InfoVis,2014,Activity Sculptures: Exploring the Impact of Physical Visualizations on Running Activity,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2352953,13,1.113943352,0.349563024
InfoVis,2014,Order of Magnitude Markers: An Empirical Study on Large Magnitude Number Detection,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346428,13,1.113943352,0.349563024
SciVis,2014,Boundary Aware Reconstruction of Scalar Fields,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346351,14,1.146128036,0.359662797
VAST,2014,DecisionFlow: Visual Analytics for High-Dimensional Temporal Event Sequence Data,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346682,14,1.146128036,0.359662797
SciVis,2014,A Robust Parity Test for Extracting Parallel Vectors in 3D,HM,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346412,15,1.176091259,3
InfoVis,2014,UpSet: Visualization of Intersecting Sets,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346248,15,1.176091259,0.369065461
InfoVis,2014,MovExp: A Versatile Visualization Tool for Human-Computer Interaction Studies with 3D Performance and Biomechanical Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346311,16,1.204119983,0.377861065
InfoVis,2014,Revisiting Bertin Matrices: New Interactions for Crafting Tabular Visualizations,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346279,16,1.204119983,0.377861065
InfoVis,2014,GLO-STIX: Graph-Level Operations for Specifying Techniques and Interactive eXploration,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346444,17,1.230448921,0.386123266
VAST,2014,Serendip: Topic Model-Driven Visual Exploration of Text Corpora,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042493,17,1.230448921,0.386123266
InfoVis,2014,The Persuasive Power of Data Visualization,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346419,17,1.230448921,0.386123266
InfoVis,2014,Visualizing Statistical Mix Effects and Simpson's Paradox,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346297,18,1.255272505,0.393913076
SciVis,2014,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346322,18,1.255272505,0.393913076
VAST,2014,HydroQual: Visual Analysis of River Water Quality,0,10,7.7,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042488,19,1.278753601,0.401281604
InfoVis,2014,iVisDesigner: Expressive Interactive Design of Information Visualizations,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346291,19,1.278753601,0.401281604
SciVis,2014,Ligand Excluded Surface: A New Type of Molecular Surface,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346404,19,1.278753601,0.401281604
VAST,2014,The Spinel Explorer - Interactive Visual Analysis of Spinel Group Minerals,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346754,19,1.278753601,0.401281604
VAST,2014,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042487,19,1.278753601,0.401281604
SciVis,2014,Multiscale Symmetry Detection in Scalar Fields by Clustering Contours,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346332,21,1.322219295,0.414921435
VAST,2014,A Five-Level Design Framework for Bicluster Visualizations,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346665,22,1.342422681,0.421261396
SciVis,2014,ADR - Anatomy-Driven Reformation,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346405,22,1.342422681,0.421261396
InfoVis,2014,Constructing Visual Representations: Investigating the Use of Tangible Tokens,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346292,23,1.361727836,0.427319485
VAST,2014,Run Watchers: Automatic Simulation-Based Decision Support in Flood Management,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346930,23,1.361727836,0.427319485
VAST,2014,A System for Visual Analysis of Radio Signal Data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042479,24,1.380211242,0.433119704
SciVis,2014,Attractive Flicker: Guiding Attention in Dynamic Narrative Visualizations,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346352,24,1.380211242,0.433119704
VAST,2014,Multi-Model Semantic Interaction for Text Analytics,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042492,24,1.380211242,0.433119704
VAST,2014,Transforming Scagnostics to Reveal Hidden Features,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346572,24,1.380211242,0.433119704
SciVis,2014,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346432,25,1.397940009,0.438683112
SciVis,2014,Trajectory-Based Flow Feature Tracking in Joint Particle/Volume Datasets,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346423,25,1.397940009,0.438683112
SciVis,2014,Trend-Centric Motion Visualization: Designing and Applying a New Strategy for Analyzing Scientific Motion Collections,0,8,6.16,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346451,25,1.397940009,0.438683112
VAST,2014,Visual Analytics for Comparison of Ocean Model Output with Reference Data: Detecting and Analyzing Geophysical Processes Using Clustering Ensembles,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346751,26,1.414973348,0.44402829
InfoVis,2014,Moving beyond sequential design: Reflections on a rich multi-channel approach to data visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346323,28,1.447158031,0.454128063
VAST,2014,Cupid: Cluster-Based Exploration of Geometry Generators with Parallel Coordinates and Radial Trees,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346626,29,1.462397998,0.458910469
VAST,2014,EvoRiver: Visual Analysis of Topic Coopetition on Social Media,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346919,29,1.462397998,0.458910469
VAST,2014,Supporting Communication and Coordination in Collaborative Sensemaking,BP,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346573,29,1.462397998,3
InfoVis,2014,Exploring the Placement and Design of Word-Scale Visualizations,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346435,31,1.491361694,0.467999474
VAST,2014,Interactive Visual Analysis of Image-Centric Cohort Study Data,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346591,31,1.491361694,0.467999474
SciVis,2014,Fixed-Rate Compressed Floating-Point Arrays,0,1,0.77,journal paper,http://dx.doi.org/10.1109/TVCG.2014.2346458,32,1.505149978,0.472326332
VAST,2014,Integrating Predictive Analytics and Social Media,0,7,5.39,conference paper,http://dx.doi.org/10.1109/VAST.2014.7042495,32,1.505149978,0.472326332
